user_id,1-01d,1-02d,1-03d,1-04d,1-05d,1-06d,1-07d,1-08d,1-09d,1-10d,1-11d,1-12d,1-13d,1-14d,1-15d,1-16d,1-17d,1-18d,1-19d,1-20d,1-21d,1-22d,1-23d,1-24d,1-25d,1-26d,1-27d,1-28d,1-29d,1-30d,2-01d,2-02d,2-03d,2-04d,2-05d,2-06d,2-07d,2-08d,2-09d,2-10d,2-11d,2-12d,2-13d,2-14d,2-15d,2-16d,2-17d,2-18d,2-19d,2-20d,2-21d,2-22d,2-23d,2-24d,2-25d,2-26d,2-27d,2-28d,2-29d,2-30d,3-01d,3-02d,3-03d,3-04d,3-05d,3-06d,3-07d,3-08d,3-09d,3-10d,3-11d,3-12d,3-13d,3-14d,3-15d,3-16d,3-17d,3-18d,3-19d,3-20d,3-21d,3-22d,3-23d,3-24d,3-25d,3-26d,3-27d,3-28d,3-29d,3-30d,4-01d,4-02d,4-03d,4-04d,4-05d,4-06d,4-07d,4-08d,4-09d,4-10d,4-11d,4-12d,4-13d,4-14d,4-15d,4-16d,4-17d,4-18d,4-19d,4-20d,4-21d,4-22d,4-23d,4-24d,4-25d,4-26d,4-27d,4-28d,4-29d,4-30d,5-01d,5-02d,5-03d,5-04d,5-05d,5-06d,5-07d,5-08d,5-09d,5-10d,5-11d,5-12d,5-13d,5-14d,5-15d,5-16d,5-17d,5-18d,5-19d,5-20d,5-21d,5-22d,5-23d,5-24d,5-25d,5-26d,5-27d,5-28d,5-29d,5-30d,1-Fri,1-Mon,1-Sat,1-Sun,1-Thu,1-Tue,1-Wed,2-Fri,2-Mon,2-Sat,2-Sun,2-Thu,2-Tue,2-Wed,3-Fri,3-Mon,3-Sat,3-Sun,3-Thu,3-Tue,3-Wed,4-Fri,4-Mon,4-Sat,4-Sun,4-Thu,4-Tue,4-Wed,5-Fri,5-Mon,5-Sat,5-Sun,5-Thu,5-Tue,5-Wed,1-07h,1-08h,1-09h,1-10h,1-11h,1-12h,1-13h,1-14h,1-15h,1-16h,1-17h,1-18h,1-19h,1-20h,1-21h,1-22h,1-23h,2-07h,2-08h,2-09h,2-10h,2-11h,2-12h,2-13h,2-14h,2-15h,2-16h,2-17h,2-18h,2-19h,2-20h,2-21h,2-22h,2-23h,3-07h,3-08h,3-09h,3-10h,3-11h,3-12h,3-13h,3-14h,3-15h,3-16h,3-17h,3-18h,3-19h,3-20h,3-21h,3-22h,3-23h,4-07h,4-08h,4-09h,4-10h,4-11h,4-12h,4-13h,4-14h,4-15h,4-16h,4-17h,4-18h,4-19h,4-20h,4-21h,4-22h,4-23h,5-07h,5-08h,5-09h,5-10h,5-11h,5-12h,5-13h,5-14h,5-15h,5-16h,5-17h,5-18h,5-19h,5-20h,5-21h,5-22h,5-23h
105,0.0,0.0,950.0,2820.0,0.0,3210.0,0.0,0.0,0.0,11710.0,2830.0,1120.0,0.0,1210.0,0.0,1070.0,0.0,11590.0,860.0,0.0,0.0,1690.0,3040.0,1140.0,0.0,400.0,110.0,540.0,0.0,2920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4230.0,0.0,0.0,0.0,0.0,0.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,17140.0,0.0,0.0,0.0,0.0,0.0,16880.0,19530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22080.0,0.0,0.0,0.0,20110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170440.0,13660.0,0.0,0.0,0.0,0.0,56880.0,0.0,52940.0,1970.0,1810.0,0.0,0.0,49550.0,0.0,44250.0,0.0,0.0,0.0,0.0,330.0,1320.0,0.0,45810.0,0.0,29330.0,0.0,0.0,9270.0,3320.0,7030.0,1750.0,1690.0,2380.0,13800.0,17240.0,0.0,0.0,22080.0,13130.0,0.0,0.0,0.0,0.0,0.0,0.0,20110.0,19530.0,0.0,38960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29330.0,181030.0,0.0,106760.0,1810.0,110850.0,47780.0,0.0,1540.0,800.0,1140.0,1120.0,11710.0,0.0,1370.0,0.0,950.0,1680.0,1070.0,0.0,5420.0,12920.0,3370.0,4120.0,0.0,4230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17140.0,8900.0,0.0,0.0,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20110.0,16880.0,0.0,41610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137610.0,32830.0,58850.0,45570.0,13660.0,0.0,0.0,0.0,0.0,0.0,41500.0,35780.0,62210.0,0.0,49550.0,0.0,0.0
106,540.0,3380.0,2610.0,1090.0,640.0,2200.0,0.0,3110.0,0.0,0.0,2020.0,5060.0,0.0,820.0,11960.0,0.0,5840.0,0.0,800.0,900.0,2820.0,0.0,0.0,12360.0,4420.0,17710.0,1160.0,0.0,3080.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10130.0,0.0,0.0,0.0,4160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6710.0,0.0,9450.0,0.0,0.0,0.0,0.0,79640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88720.0,27690.0,0.0,0.0,0.0,0.0,0.0,0.0,8720.0,8120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38180.0,2280.0,0.0,19650.0,0.0,0.0,4450.0,0.0,0.0,0.0,0.0,12480.0,1310.0,35990.0,77550.0,1730.0,1690.0,0.0,53760.0,0.0,1670.0,0.0,266610.0,0.0,11290.0,0.0,0.0,18690.0,64690.0,172300.0,4260.0,3730.0,3640.0,18690.0,24210.0,20810.0,7530.0,4160.0,10130.0,0.0,0.0,0.0,0.0,0.0,88720.0,86350.0,36410.0,8120.0,0.0,0.0,9450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,442920.0,60800.0,180420.0,66240.0,1690.0,30940.0,17880.0,14890.0,2560.0,2500.0,5130.0,1750.0,2780.0,480.0,200.0,12970.0,1470.0,8400.0,5790.0,670.0,440.0,4960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4160.0,0.0,0.0,0.0,0.0,10130.0,0.0,0.0,0.0,0.0,0.0,9450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88720.0,8720.0,0.0,6710.0,0.0,107330.0,8120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,71830.0,338380.0,3000.0,4860.0,1710.0,204940.0,730.0,65120.0,1120.0,32380.0,2280.0,1120.0,0.0,51700.0,4540.0,0.0
107,6720.0,2780.0,58420.0,0.0,1190.0,22560.0,11220.0,0.0,820.0,1060.0,3190.0,17330.0,0.0,6270.0,0.0,0.0,1270.0,7680.0,1790.0,10940.0,1740.0,0.0,4320.0,0.0,0.0,0.0,21370.0,13360.0,0.0,840.0,0.0,0.0,26820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8020.0,41500.0,2170.0,216420.0,0.0,0.0,0.0,0.0,0.0,0.0,4430.0,0.0,0.0,4220.0,0.0,0.0,0.0,0.0,72180.0,181210.0,0.0,20480.0,0.0,138780.0,0.0,0.0,0.0,0.0,0.0,57400.0,0.0,31250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5510.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,79550.0,9770.0,0.0,0.0,1440.0,0.0,16650.0,6050.0,103960.0,0.0,0.0,733180.0,0.0,0.0,4490.0,34080.0,0.0,46870.0,0.0,1120.0,194700.0,27000.0,54870.0,8760.0,32590.0,6720.0,20310.0,60750.0,10870.0,2170.0,0.0,220850.0,0.0,41500.0,26820.0,8020.0,72180.0,20480.0,181210.0,13870.0,31250.0,57400.0,138780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734620.0,117090.0,1120.0,216860.0,47330.0,147810.0,0.0,1820.0,0.0,7410.0,37360.0,2280.0,0.0,8090.0,79160.0,4000.0,24530.0,8890.0,8640.0,0.0,1270.0,0.0,3970.0,7450.0,0.0,0.0,0.0,0.0,0.0,8020.0,0.0,215130.0,2170.0,0.0,26820.0,0.0,0.0,41500.0,1290.0,0.0,4430.0,0.0,0.0,9650.0,57400.0,0.0,31250.0,0.0,0.0,0.0,181210.0,0.0,24230.0,0.0,143000.0,0.0,20480.0,47950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4490.0,9770.0,7620.0,318030.0,15210.0,0.0,26290.0,1830.0,154120.0,77820.0,1440.0,635210.0,5170.0,2320.0,0.0,0.0,5510.0
108,0.0,0.0,2170.0,0.0,0.0,0.0,330.0,3010.0,1080.0,0.0,0.0,0.0,1910.0,3520.0,1280.0,7220.0,1190.0,0.0,0.0,0.0,2290.0,560.0,1120.0,0.0,0.0,0.0,950.0,0.0,0.0,1520.0,2370.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,6260.0,0.0,0.0,0.0,30010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15170.0,4440.0,0.0,1890.0,0.0,1370.0,18730.0,0.0,0.0,0.0,0.0,13540.0,14250.0,0.0,0.0,0.0,9750.0,0.0,0.0,0.0,0.0,30260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68440.0,0.0,0.0,15860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3860.0,0.0,0.0,0.0,1850.0,0.0,0.0,1460.0,0.0,0.0,1870.0,28270.0,0.0,0.0,0.0,0.0,0.0,26100.0,0.0,98260.0,0.0,0.0,0.0,8700.0,32200.0,0.0,2880.0,0.0,0.0,2860.0,10940.0,6140.0,4850.0,0.0,3360.0,0.0,15170.0,31900.0,4440.0,2370.0,7960.0,0.0,0.0,9750.0,15620.0,0.0,13540.0,0.0,18730.0,30260.0,68440.0,15860.0,0.0,0.0,0.0,0.0,0.0,30120.0,5320.0,101140.0,0.0,60170.0,0.0,8700.0,0.0,520.0,4450.0,5060.0,0.0,0.0,4200.0,0.0,2770.0,0.0,860.0,2170.0,3520.0,670.0,420.0,1450.0,2060.0,23340.0,0.0,0.0,0.0,0.0,0.0,1890.0,0.0,0.0,17540.0,0.0,12930.0,0.0,1700.0,4440.0,0.0,0.0,0.0,0.0,0.0,6120.0,0.0,24000.0,24140.0,0.0,0.0,0.0,13540.0,0.0,0.0,1370.0,0.0,18730.0,0.0,0.0,0.0,0.0,0.0,68440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15860.0,1850.0,0.0,18720.0,90800.0,0.0,8700.0,0.0,2880.0,0.0,0.0,7460.0,3860.0,15350.0,0.0,54370.0,0.0,1460.0
109,0.0,0.0,50010.0,3540.0,0.0,0.0,21150.0,0.0,0.0,3570.0,5070.0,3510.0,300.0,28660.0,0.0,0.0,13980.0,0.0,630.0,4890.0,1450.0,2100.0,0.0,5800.0,0.0,2640.0,5190.0,3130.0,2550.0,12310.0,0.0,0.0,0.0,0.0,0.0,146210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15780.0,0.0,5680.0,0.0,1140.0,0.0,0.0,100940.0,0.0,0.0,0.0,0.0,0.0,0.0,7980.0,0.0,29800.0,29560.0,0.0,0.0,0.0,48420.0,0.0,0.0,13150.0,89070.0,0.0,14610.0,0.0,0.0,0.0,0.0,76570.0,30330.0,0.0,0.0,0.0,33520.0,0.0,65960.0,69260.0,29350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4220.0,0.0,0.0,1470.0,1510.0,181970.0,34760.0,0.0,1650.0,0.0,0.0,0.0,4350.0,4000.0,0.0,261520.0,12670.0,8200.0,36200.0,0.0,57690.0,1110.0,3330.0,5830.0,517740.0,1780.0,0.0,0.0,0.0,0.0,151970.0,168240.0,0.0,10380.0,12310.0,54390.0,4650.0,6780.0,73360.0,8610.0,146210.0,0.0,1140.0,0.0,5680.0,116720.0,0.0,99590.0,0.0,43960.0,56400.0,231600.0,63320.0,42710.0,0.0,0.0,4220.0,0.0,0.0,0.0,0.0,266500.0,39490.0,170470.0,695650.0,1110.0,186320.0,96450.0,5190.0,8750.0,0.0,16040.0,19280.0,6510.0,5960.0,7730.0,0.0,5490.0,3540.0,4780.0,0.0,35750.0,0.0,9260.0,42200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15780.0,0.0,106620.0,147350.0,0.0,0.0,0.0,89070.0,0.0,65960.0,29800.0,51470.0,17820.0,0.0,0.0,14610.0,30450.0,92270.0,43740.0,30330.0,29350.0,0.0,13150.0,29560.0,0.0,0.0,0.0,0.0,0.0,4220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3330.0,1780.0,672270.0,162420.0,12880.0,0.0,0.0,0.0,35870.0,36200.0,320720.0,183410.0,9930.0,0.0,11350.0,5830.0,0.0
110,830.0,1240.0,260.0,1290.0,0.0,380.0,4150.0,0.0,0.0,89630.0,0.0,0.0,1050.0,0.0,0.0,620.0,1460.0,0.0,0.0,5090.0,0.0,0.0,1040.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,16590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6490.0,0.0,0.0,0.0,0.0,0.0,0.0,9720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6030.0,0.0,0.0,2310.0,0.0,12920.0,0.0,0.0,0.0,0.0,22200.0,0.0,0.0,29350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.0,0.0,0.0,17280.0,10290.0,0.0,0.0,0.0,42680.0,17960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,0.0,0.0,0.0,1590.0,0.0,0.0,0.0,9570.0,0.0,0.0,1240.0,280.0,0.0,44910.0,0.0,1190.0,0.0,220.0,0.0,790.0,0.0,1330.0,23970.0,0.0,0.0,0.0,0.0,0.0,6520.0,2900.0,4150.0,1360.0,0.0,91350.0,1290.0,6030.0,2310.0,0.0,0.0,16210.0,0.0,16590.0,17960.0,12920.0,39480.0,10290.0,42680.0,29350.0,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.0,46440.0,280.0,790.0,0.0,10900.0,25160.0,530.0,620.0,380.0,1460.0,0.0,830.0,4280.0,260.0,0.0,1600.0,3840.0,86170.0,1240.0,4270.0,0.0,1050.0,1040.0,0.0,0.0,0.0,22620.0,0.0,0.0,0.0,10930.0,6490.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30200.0,10290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17960.0,42680.0,0.0,0.0,0.0,22200.0,0.0,30770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,8080.0,280.0,0.0,1240.0,280.0,0.0,0.0,1240.0,0.0,35590.0,0.0,5140.0,21770.0,2100.0,0.0,9570.0
111,0.0,0.0,18770.0,0.0,0.0,0.0,5030.0,4290.0,0.0,0.0,0.0,10420.0,0.0,0.0,6590.0,0.0,0.0,8550.0,7390.0,3640.0,2220.0,0.0,5510.0,4620.0,560.0,5750.0,1590.0,0.0,820.0,16060.0,12110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22020.0,3440.0,0.0,0.0,0.0,0.0,2880.0,0.0,0.0,23650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4530.0,0.0,13720.0,0.0,0.0,0.0,0.0,27730.0,0.0,0.0,0.0,50280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149980.0,0.0,39920.0,0.0,0.0,1100.0,0.0,111640.0,0.0,0.0,0.0,32710.0,0.0,1550.0,0.0,14540.0,0.0,0.0,0.0,920.0,0.0,0.0,0.0,0.0,3890.0,810.0,2350.0,2820.0,0.0,0.0,5230.0,21570.0,7250.0,11700.0,23560.0,23390.0,9110.0,3440.0,0.0,23650.0,12110.0,22020.0,5350.0,2880.0,0.0,0.0,50280.0,0.0,13720.0,32260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4370.0,14540.0,4370.0,261620.0,33520.0,39920.0,3890.0,5750.0,0.0,1590.0,7920.0,0.0,3700.0,4290.0,0.0,4220.0,14720.0,6890.0,16690.0,5030.0,14390.0,8310.0,0.0,8310.0,0.0,0.0,0.0,22020.0,0.0,3440.0,0.0,0.0,0.0,5350.0,0.0,14990.0,0.0,0.0,0.0,23650.0,0.0,0.0,27730.0,0.0,0.0,0.0,0.0,13720.0,0.0,0.0,0.0,0.0,0.0,50280.0,0.0,0.0,0.0,4530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144580.0,0.0,1320.0,1070.0,0.0,7920.0,0.0,149980.0,0.0,39920.0,3890.0,2020.0,0.0,0.0,0.0,10250.0,1280.0
112,1090.0,3530.0,2360.0,1710.0,2080.0,1790.0,620.0,2150.0,1630.0,5370.0,0.0,0.0,0.0,460.0,1130.0,1940.0,0.0,2020.0,2130.0,1370.0,0.0,0.0,11960.0,1150.0,4850.0,1750.0,200.0,350.0,2590.0,0.0,0.0,1370.0,0.0,0.0,0.0,5530.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4950.0,11700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19980.0,0.0,20090.0,0.0,133360.0,0.0,28010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91330.0,0.0,13040.0,0.0,0.0,0.0,12170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3010.0,50980.0,0.0,19880.0,1010.0,41030.0,0.0,0.0,0.0,1680.0,0.0,480.0,53620.0,0.0,276220.0,0.0,2360.0,31510.0,0.0,5300.0,0.0,51200.0,141900.0,3920.0,16190.0,0.0,3360.0,19060.0,1430.0,6960.0,5960.0,8880.0,8580.0,5530.0,13070.0,0.0,4950.0,15000.0,3500.0,0.0,0.0,40180.0,133360.0,0.0,33130.0,111310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192880.0,1490.0,7960.0,67580.0,330430.0,99950.0,0.0,1090.0,14540.0,5300.0,1050.0,350.0,2030.0,3310.0,4410.0,2010.0,2810.0,5300.0,570.0,4400.0,780.0,690.0,5590.0,0.0,0.0,10480.0,3500.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,1370.0,11700.0,0.0,0.0,0.0,0.0,0.0,39060.0,0.0,29970.0,50830.0,0.0,0.0,20090.0,17130.0,0.0,0.0,0.0,0.0,0.0,127880.0,19980.0,13040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42530.0,24630.0,0.0,315110.0,0.0,55070.0,199670.0,1680.0,31510.0,0.0,0.0,0.0,0.0,3180.0,0.0,7910.0,19000.0
113,0.0,4360.0,0.0,31960.0,3500.0,4950.0,9080.0,15250.0,0.0,740.0,12740.0,4920.0,0.0,6300.0,10620.0,5360.0,0.0,3820.0,810.0,2830.0,8920.0,2350.0,0.0,8070.0,17790.0,0.0,3590.0,0.0,3840.0,8580.0,0.0,3410.0,0.0,0.0,0.0,0.0,0.0,0.0,8640.0,0.0,14420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14070.0,47820.0,0.0,174760.0,27470.0,0.0,46190.0,0.0,0.0,111840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29430.0,0.0,24580.0,0.0,17580.0,18020.0,124830.0,0.0,0.0,293040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,59430.0,55640.0,1790.0,1890.0,203900.0,6350.0,57280.0,0.0,11240.0,0.0,248500.0,0.0,5420.0,0.0,43840.0,3320.0,0.0,13310.0,204470.0,0.0,6920.0,60530.0,6420.0,13670.0,0.0,413140.0,178120.0,37570.0,0.0,0.0,11370.0,18300.0,24300.0,32060.0,9230.0,8810.0,66310.0,0.0,12050.0,0.0,0.0,0.0,0.0,14420.0,27470.0,31650.0,317620.0,46190.0,204190.0,65840.0,236670.0,0.0,830.0,0.0,0.0,0.0,183920.0,0.0,189890.0,76620.0,101770.0,163800.0,821510.0,15460.0,263700.0,5990.0,600.0,7430.0,7660.0,0.0,8440.0,12920.0,0.0,4170.0,40880.0,2780.0,5380.0,13730.0,740.0,31830.0,20610.0,7220.0,0.0,3410.0,0.0,0.0,0.0,8640.0,0.0,0.0,0.0,14420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54470.0,0.0,24580.0,14070.0,404880.0,204190.0,0.0,18020.0,106660.0,0.0,0.0,27470.0,0.0,75290.0,0.0,0.0,0.0,0.0,0.0,183920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,0.0,0.0,8120.0,10160.0,14420.0,57280.0,37570.0,59940.0,28170.0,199950.0,62460.0,457630.0,4950.0,255290.0,3650.0,1050.0,45300.0,382070.0,4740.0
114,0.0,0.0,0.0,0.0,0.0,0.0,990.0,550.0,2020.0,1970.0,480.0,0.0,890.0,0.0,6740.0,1350.0,49080.0,3710.0,830.0,0.0,1020.0,1920.0,0.0,0.0,7230.0,1120.0,2730.0,12040.0,0.0,4030.0,0.0,0.0,0.0,0.0,0.0,5670.0,0.0,0.0,3850.0,0.0,0.0,6420.0,0.0,0.0,0.0,0.0,0.0,1750.0,0.0,6570.0,0.0,0.0,0.0,0.0,0.0,0.0,40740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13240.0,3100.0,10640.0,85780.0,0.0,19090.0,0.0,0.0,14000.0,0.0,0.0,16090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5160.0,0.0,0.0,0.0,0.0,0.0,4890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34260.0,0.0,11870.0,38380.0,11420.0,0.0,0.0,2740.0,0.0,0.0,1420.0,0.0,0.0,0.0,1380.0,470.0,0.0,1020.0,1870.0,0.0,0.0,94510.0,1540.0,17070.0,121700.0,0.0,0.0,3620.0,7400.0,14050.0,9210.0,1950.0,51050.0,11420.0,52980.0,3850.0,0.0,0.0,6420.0,0.0,1750.0,19090.0,17100.0,0.0,13240.0,110170.0,10640.0,85780.0,0.0,5160.0,0.0,4890.0,0.0,0.0,0.0,28940.0,0.0,162520.0,13290.0,2010.0,0.0,132890.0,0.0,3330.0,210.0,5690.0,2120.0,0.0,4670.0,710.0,0.0,2260.0,8870.0,7990.0,6140.0,11970.0,0.0,3160.0,41580.0,0.0,1880.0,6420.0,5060.0,1970.0,1750.0,610.0,0.0,0.0,0.0,0.0,6570.0,0.0,0.0,0.0,40740.0,0.0,0.0,0.0,0.0,17100.0,16090.0,0.0,19090.0,0.0,13240.0,0.0,179860.0,0.0,0.0,10640.0,0.0,0.0,0.0,0.0,5160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4890.0,0.0,0.0,0.0,0.0,1380.0,470.0,9430.0,2480.0,79960.0,38380.0,0.0,2020.0,3180.0,7640.0,28920.0,98770.0,9970.0,56130.0,920.0,0.0
