user_id,1-01d,1-02d,1-03d,1-04d,1-05d,1-06d,1-07d,1-08d,1-09d,1-10d,1-11d,1-12d,1-13d,1-14d,1-15d,1-16d,1-17d,1-18d,1-19d,1-20d,1-21d,1-22d,1-23d,1-24d,1-25d,1-26d,1-27d,1-28d,1-29d,1-30d,2-01d,2-02d,2-03d,2-04d,2-05d,2-06d,2-07d,2-08d,2-09d,2-10d,2-11d,2-12d,2-13d,2-14d,2-15d,2-16d,2-17d,2-18d,2-19d,2-20d,2-21d,2-22d,2-23d,2-24d,2-25d,2-26d,2-27d,2-28d,2-29d,2-30d,3-01d,3-02d,3-03d,3-04d,3-05d,3-06d,3-07d,3-08d,3-09d,3-10d,3-11d,3-12d,3-13d,3-14d,3-15d,3-16d,3-17d,3-18d,3-19d,3-20d,3-21d,3-22d,3-23d,3-24d,3-25d,3-26d,3-27d,3-28d,3-29d,3-30d,4-01d,4-02d,4-03d,4-04d,4-05d,4-06d,4-07d,4-08d,4-09d,4-10d,4-11d,4-12d,4-13d,4-14d,4-15d,4-16d,4-17d,4-18d,4-19d,4-20d,4-21d,4-22d,4-23d,4-24d,4-25d,4-26d,4-27d,4-28d,4-29d,4-30d,5-01d,5-02d,5-03d,5-04d,5-05d,5-06d,5-07d,5-08d,5-09d,5-10d,5-11d,5-12d,5-13d,5-14d,5-15d,5-16d,5-17d,5-18d,5-19d,5-20d,5-21d,5-22d,5-23d,5-24d,5-25d,5-26d,5-27d,5-28d,5-29d,5-30d,1-Fri,1-Mon,1-Sat,1-Sun,1-Thu,1-Tue,1-Wed,2-Fri,2-Mon,2-Sat,2-Sun,2-Thu,2-Tue,2-Wed,3-Fri,3-Mon,3-Sat,3-Sun,3-Thu,3-Tue,3-Wed,4-Fri,4-Mon,4-Sat,4-Sun,4-Thu,4-Tue,4-Wed,5-Fri,5-Mon,5-Sat,5-Sun,5-Thu,5-Tue,5-Wed,1-07h,1-08h,1-09h,1-10h,1-11h,1-12h,1-13h,1-14h,1-15h,1-16h,1-17h,1-18h,1-19h,1-20h,1-21h,1-22h,1-23h,2-07h,2-08h,2-09h,2-10h,2-11h,2-12h,2-13h,2-14h,2-15h,2-16h,2-17h,2-18h,2-19h,2-20h,2-21h,2-22h,2-23h,3-07h,3-08h,3-09h,3-10h,3-11h,3-12h,3-13h,3-14h,3-15h,3-16h,3-17h,3-18h,3-19h,3-20h,3-21h,3-22h,3-23h,4-07h,4-08h,4-09h,4-10h,4-11h,4-12h,4-13h,4-14h,4-15h,4-16h,4-17h,4-18h,4-19h,4-20h,4-21h,4-22h,4-23h,5-07h,5-08h,5-09h,5-10h,5-11h,5-12h,5-13h,5-14h,5-15h,5-16h,5-17h,5-18h,5-19h,5-20h,5-21h,5-22h,5-23h
1,0.0,1880.0,2300.0,940.0,0.0,0.0,0.0,0.0,840.0,11510.0,13200.0,820.0,960.0,2030.0,1150.0,790.0,2250.0,7100.0,320.0,1090.0,0.0,3000.0,1840.0,3340.0,0.0,3880.0,1170.0,2050.0,750.0,1870.0,0.0,1080.0,0.0,0.0,2090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.0,0.0,0.0,0.0,2360.0,0.0,15970.0,0.0,5560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,0.0,16290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9800.0,0.0,0.0,0.0,0.0,9150.0,1490.0,0.0,17840.0,0.0,0.0,51110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,84500.0,1520.0,3590.0,0.0,16360.0,7960.0,0.0,4040.0,1370.0,0.0,540.0,0.0,990.0,1410.0,4410.0,0.0,0.0,0.0,0.0,30280.0,1330.0,79610.0,4480.0,0.0,0.0,44520.0,1390.0,0.0,3220.0,7220.0,4080.0,4900.0,5020.0,19400.0,21240.0,0.0,17050.0,2360.0,0.0,2090.0,1560.0,5560.0,0.0,9150.0,0.0,61910.0,17840.0,17780.0,9800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,4140.0,60880.0,40620.0,3590.0,172560.0,7370.0,1240.0,4270.0,0.0,950.0,3890.0,3470.0,1470.0,6160.0,0.0,10820.0,2030.0,0.0,7060.0,17380.0,1540.0,0.0,4800.0,0.0,0.0,0.0,2360.0,460.0,6640.0,0.0,0.0,840.0,15970.0,1250.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17790.0,0.0,0.0,17840.0,0.0,1490.0,16290.0,42470.0,0.0,0.0,0.0,0.0,10800.0,0.0,9800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80520.0,81230.0,33760.0,17350.0,5770.0,1390.0,5020.0,2770.0,610.0,2330.0,1330.0,3270.0,20880.0,930.0,32330.0,210.0,0.0
2,0.0,480.0,0.0,3730.0,590.0,7950.0,870.0,0.0,1340.0,710.0,4960.0,4620.0,1100.0,1730.0,8290.0,260.0,0.0,1030.0,2870.0,2760.0,0.0,0.0,2460.0,0.0,0.0,0.0,780.0,1880.0,3780.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0,1040.0,4160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,11780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7380.0,0.0,18600.0,24810.0,0.0,0.0,6070.0,0.0,0.0,21290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2440.0,0.0,0.0,12260.0,13940.0,0.0,0.0,11480.0,236670.0,0.0,14160.0,0.0,0.0,104810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.0,3600.0,0.0,0.0,36820.0,0.0,12590.0,6020.0,4480.0,12070.0,8080.0,710.0,9720.0,0.0,870.0,0.0,0.0,4160.0,0.0,1040.0,0.0,0.0,6070.0,7380.0,11780.0,39890.0,26300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236670.0,104810.0,50740.0,17540.0,0.0,27830.0,3880.0,4670.0,5970.0,1300.0,0.0,5440.0,7080.0,3810.0,2260.0,1690.0,1460.0,590.0,1960.0,680.0,8090.0,2190.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,0.0,0.0,4160.0,0.0,0.0,870.0,0.0,0.0,11780.0,0.0,0.0,0.0,46100.0,25980.0,0.0,0.0,1490.0,6070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106360.0,1040.0,0.0,0.0,0.0,15570.0,27860.0,235120.0,0.0,11220.0,0.0,0.0,26390.0,10430.0,3600.0,0.0,0.0
3,1710.0,0.0,890.0,980.0,950.0,4410.0,480.0,0.0,1520.0,570.0,0.0,1650.0,1530.0,1760.0,0.0,0.0,1880.0,970.0,1580.0,1050.0,6940.0,520.0,0.0,1670.0,2410.0,5790.0,620.0,2730.0,620.0,1070.0,0.0,0.0,13020.0,0.0,0.0,9650.0,0.0,0.0,4110.0,9300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14310.0,0.0,0.0,14090.0,0.0,4880.0,0.0,0.0,76870.0,0.0,0.0,0.0,0.0,22600.0,0.0,0.0,0.0,4340.0,16850.0,20730.0,0.0,0.0,0.0,9610.0,26710.0,0.0,0.0,0.0,0.0,42780.0,0.0,15590.0,0.0,0.0,0.0,0.0,14760.0,0.0,0.0,22150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.0,0.0,7810.0,141880.0,0.0,84660.0,1110.0,1380.0,0.0,42740.0,0.0,1700.0,0.0,1700.0,23830.0,179210.0,580.0,0.0,3430.0,0.0,0.0,210.0,1190.0,52660.0,1090.0,5660.0,0.0,49810.0,43640.0,3250.0,7610.0,2590.0,11910.0,2850.0,9970.0,5010.0,4360.0,9650.0,4110.0,14310.0,76870.0,4880.0,36410.0,0.0,57540.0,39000.0,9610.0,46640.0,0.0,20730.0,22600.0,0.0,4610.0,0.0,0.0,0.0,0.0,72280.0,84660.0,183650.0,52620.0,70720.0,10790.0,103790.0,142970.0,5220.0,750.0,2320.0,2270.0,0.0,950.0,1070.0,1830.0,1580.0,1260.0,4650.0,1670.0,1880.0,1040.0,4100.0,9330.0,4380.0,4880.0,4390.0,0.0,76870.0,0.0,9650.0,12130.0,0.0,0.0,0.0,11690.0,0.0,9300.0,0.0,4300.0,13020.0,0.0,51080.0,0.0,22600.0,0.0,12840.0,0.0,0.0,16850.0,0.0,0.0,0.0,52090.0,0.0,31050.0,9610.0,0.0,0.0,0.0,0.0,72280.0,4610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3510.0,2790.0,94970.0,3360.0,0.0,206150.0,0.0,0.0,24660.0,2570.0,1110.0,5220.0,8830.0,74250.0,5660.0,50870.0,165250.0
4,0.0,990.0,11940.0,1530.0,0.0,0.0,2440.0,0.0,3660.0,0.0,3710.0,0.0,23280.0,0.0,5740.0,5600.0,0.0,0.0,2310.0,3420.0,0.0,0.0,2130.0,3620.0,1530.0,3760.0,1760.0,610.0,0.0,3540.0,0.0,0.0,0.0,12320.0,9560.0,0.0,0.0,0.0,0.0,0.0,0.0,16110.0,0.0,0.0,0.0,0.0,0.0,11840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580.0,0.0,0.0,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15210.0,0.0,24450.0,3940.0,0.0,0.0,0.0,0.0,0.0,0.0,2090.0,6340.0,930.0,66120.0,0.0,0.0,0.0,0.0,0.0,22980.0,185320.0,0.0,9270.0,41280.0,39670.0,0.0,0.0,303660.0,0.0,0.0,28460.0,15920.0,3050.0,5740.0,6070.0,15560.0,6770.0,0.0,2900.0,0.0,0.0,28250.0,0.0,24160.0,0.0,0.0,35080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23910.0,9270.0,555100.0,15210.0,6340.0,65730.0,45700.0,0.0,5930.0,2620.0,1220.0,2950.0,4440.0,610.0,1030.0,5830.0,5830.0,14850.0,3740.0,2090.0,2440.0,0.0,4710.0,23280.0,9560.0,0.0,16110.0,2180.0,11840.0,2900.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,12320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15210.0,66670.0,0.0,338870.0,3940.0,0.0,3100.0,1010.0,25530.0,0.0,37040.0,195710.0,24450.0,0.0,9730.0,0.0,0.0
5,0.0,950.0,0.0,880.0,3170.0,0.0,1060.0,0.0,0.0,4670.0,2040.0,3810.0,800.0,360.0,500.0,0.0,390.0,2830.0,1940.0,0.0,0.0,0.0,7190.0,12380.0,10270.0,2650.0,4320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13400.0,1080.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,4640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8870.0,0.0,0.0,0.0,0.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9090.0,17570.0,84860.0,0.0,0.0,47760.0,27040.0,0.0,0.0,1660.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.0,0.0,0.0,0.0,28860.0,5120.0,8140.0,1420.0,500.0,11570.0,17440.0,16020.0,0.0,19620.0,0.0,0.0,4640.0,16400.0,1080.0,0.0,8870.0,1390.0,0.0,0.0,0.0,75580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37950.0,47760.0,27040.0,3750.0,17570.0,86520.0,9370.0,0.0,1940.0,1450.0,2650.0,0.0,0.0,4480.0,2830.0,1930.0,580.0,11070.0,880.0,19920.0,2110.0,480.0,520.0,0.0,0.0,0.0,0.0,13400.0,1080.0,0.0,0.0,4640.0,0.0,19620.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,58850.0,0.0,0.0,0.0,16730.0,0.0,8870.0,0.0,0.0,0.0,0.0,0.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.0,0.0,11650.0,16620.0,27040.0,47760.0,0.0,880.0,0.0,103020.0,0.0,1660.0,8210.0,1820.0
6,0.0,2490.0,1200.0,14860.0,2860.0,3000.0,2190.0,48600.0,570.0,26700.0,880.0,3170.0,1370.0,0.0,4290.0,0.0,20870.0,2220.0,6410.0,0.0,5120.0,5990.0,390.0,660.0,1550.0,1840.0,27200.0,29190.0,4350.0,0.0,106090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19290.0,0.0,71740.0,820.0,0.0,0.0,0.0,0.0,9130.0,12770.0,0.0,0.0,17610.0,0.0,0.0,0.0,0.0,0.0,57310.0,0.0,19340.0,16570.0,0.0,0.0,0.0,19070.0,0.0,8240.0,0.0,0.0,0.0,0.0,0.0,61950.0,0.0,0.0,58370.0,0.0,0.0,0.0,0.0,21350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35240.0,30370.0,2140.0,8750.0,0.0,0.0,9860.0,23830.0,29950.0,42160.0,0.0,2740.0,0.0,47930.0,377100.0,4370.0,11120.0,19080.0,3360.0,4970.0,0.0,0.0,0.0,62550.0,640.0,21860.0,102240.0,0.0,12360.0,31570.0,3450.0,36500.0,63230.0,14280.0,49430.0,19510.0,84510.0,17610.0,820.0,106090.0,9130.0,0.0,19290.0,76380.0,16570.0,61950.0,48930.0,0.0,58370.0,0.0,0.0,8910.0,0.0,0.0,0.0,0.0,0.0,27960.0,448530.0,107210.0,57790.0,28470.0,64690.0,117970.0,0.0,6490.0,1840.0,26430.0,28760.0,1370.0,2560.0,22990.0,4040.0,13910.0,37130.0,19730.0,2040.0,6540.0,32500.0,9080.0,2560.0,0.0,71740.0,0.0,0.0,17610.0,0.0,12770.0,9950.0,0.0,19290.0,0.0,0.0,0.0,0.0,106090.0,0.0,0.0,37350.0,19070.0,19960.0,37920.0,0.0,0.0,0.0,0.0,0.0,8240.0,19340.0,0.0,0.0,0.0,61950.0,58370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51260.0,3360.0,8080.0,19950.0,2140.0,171090.0,2250.0,0.0,42360.0,40780.0,8920.0,27990.0,2930.0,51810.0,10910.0,30020.0,378770.0
7,0.0,0.0,2210.0,0.0,920.0,9920.0,2270.0,0.0,1200.0,5910.0,1790.0,0.0,540.0,0.0,2370.0,29350.0,0.0,1170.0,0.0,0.0,0.0,0.0,1380.0,3800.0,0.0,0.0,0.0,9060.0,3900.0,940.0,0.0,0.0,0.0,19800.0,0.0,0.0,0.0,0.0,0.0,19620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060.0,0.0,0.0,0.0,56560.0,0.0,83790.0,0.0,0.0,0.0,0.0,0.0,0.0,21170.0,0.0,0.0,0.0,19990.0,0.0,0.0,0.0,0.0,12780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56780.0,0.0,0.0,1680.0,0.0,9680.0,900.0,0.0,0.0,0.0,21810.0,0.0,3860.0,2080.0,0.0,0.0,2250.0,290.0,30620.0,4480.0,2750.0,0.0,3990.0,870.0,0.0,2120.0,0.0,0.0,0.0,10460.0,32870.0,11330.0,6270.0,920.0,11920.0,2960.0,3060.0,0.0,0.0,0.0,0.0,19620.0,19800.0,2640.0,0.0,19990.0,56560.0,12780.0,104960.0,0.0,0.0,35480.0,0.0,0.0,0.0,0.0,0.0,32740.0,56780.0,18020.0,5730.0,23780.0,3990.0,3120.0,2990.0,4300.0,540.0,1460.0,2610.0,7000.0,2450.0,7620.0,2260.0,3810.0,5810.0,0.0,0.0,1900.0,32810.0,0.0,1170.0,0.0,0.0,0.0,0.0,0.0,19800.0,0.0,0.0,0.0,11690.0,3060.0,0.0,0.0,0.0,0.0,0.0,7930.0,0.0,2640.0,21170.0,0.0,83790.0,0.0,0.0,0.0,0.0,0.0,0.0,19990.0,0.0,12780.0,0.0,0.0,56560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35480.0,0.0,0.0,0.0,0.0,0.0,30620.0,11930.0,160.0,0.0,1190.0,3860.0,0.0,23490.0,0.0,2790.0,56780.0,4480.0,2120.0,3990.0,2750.0,0.0,0.0
8,0.0,0.0,3090.0,0.0,950.0,6320.0,3490.0,0.0,3680.0,1940.0,1250.0,49510.0,0.0,2120.0,0.0,0.0,420.0,0.0,10840.0,1670.0,0.0,0.0,0.0,1200.0,0.0,2390.0,2730.0,13300.0,0.0,650.0,0.0,1180.0,0.0,0.0,0.0,4320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12350.0,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7220.0,0.0,0.0,0.0,0.0,10060.0,0.0,24370.0,0.0,0.0,0.0,20540.0,0.0,0.0,0.0,0.0,0.0,23740.0,0.0,6290.0,0.0,42590.0,0.0,0.0,0.0,0.0,27970.0,25650.0,0.0,0.0,0.0,0.0,0.0,0.0,28370.0,0.0,3780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760.0,53080.0,11020.0,0.0,970.0,0.0,1340.0,0.0,32900.0,0.0,18570.0,0.0,1240.0,0.0,1030.0,0.0,0.0,51380.0,0.0,710.0,610.0,1650.0,0.0,0.0,53410.0,0.0,0.0,17130.0,0.0,0.0,10720.0,4330.0,18910.0,0.0,63690.0,6650.0,1250.0,4320.0,11240.0,12350.0,1430.0,0.0,0.0,7220.0,20540.0,66960.0,34260.0,54020.0,23740.0,0.0,0.0,0.0,0.0,0.0,3780.0,0.0,0.0,0.0,1950.0,85980.0,19080.0,4440.0,970.0,11020.0,123360.0,9850.0,0.0,54310.0,1200.0,1820.0,0.0,2810.0,3800.0,950.0,0.0,650.0,16300.0,6820.0,5100.0,260.0,0.0,1680.0,1430.0,12350.0,7220.0,0.0,0.0,4320.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,0.0,10060.0,0.0,0.0,0.0,25420.0,0.0,0.0,0.0,40870.0,0.0,54020.0,0.0,0.0,28640.0,0.0,20540.0,0.0,0.0,6290.0,23740.0,0.0,0.0,0.0,0.0,0.0,3780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,19180.0,87130.0,0.0,1030.0,44680.0,0.0,1240.0,0.0,0.0,53080.0,17130.0,1340.0,11020.0,9700.0,710.0
9,0.0,15860.0,7860.0,0.0,3360.0,8450.0,6720.0,2820.0,4750.0,0.0,3030.0,14200.0,4010.0,710.0,8620.0,107190.0,0.0,4050.0,16110.0,0.0,0.0,12680.0,5890.0,3970.0,0.0,1670.0,940.0,4270.0,0.0,4950.0,0.0,0.0,0.0,0.0,24500.0,17370.0,0.0,0.0,0.0,0.0,5920.0,0.0,4120.0,0.0,0.0,13710.0,0.0,0.0,0.0,12330.0,23180.0,0.0,6030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95700.0,53670.0,0.0,0.0,18760.0,0.0,68550.0,34260.0,0.0,0.0,0.0,54160.0,12440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9140.0,0.0,0.0,0.0,0.0,0.0,446910.0,100410.0,1460.0,0.0,0.0,190.0,245630.0,25570.0,312220.0,0.0,228830.0,4080.0,96190.0,2780.0,422560.0,14080.0,0.0,0.0,41650.0,0.0,0.0,197750.0,0.0,313630.0,4490.0,2180.0,25990.0,0.0,50850.0,0.0,13400.0,138640.0,11700.0,24120.0,35340.0,11830.0,7080.0,33820.0,19740.0,23180.0,0.0,24500.0,0.0,5920.0,0.0,207770.0,0.0,72920.0,53670.0,68550.0,129960.0,0.0,0.0,0.0,0.0,0.0,0.0,9140.0,122370.0,426710.0,248410.0,1143640.0,47910.0,315090.0,233320.0,9800.0,7590.0,10870.0,3360.0,13020.0,17970.0,3740.0,6290.0,13530.0,10410.0,100370.0,2300.0,0.0,2690.0,17260.0,4170.0,18740.0,0.0,0.0,35510.0,0.0,0.0,27520.0,0.0,0.0,0.0,24500.0,0.0,13710.0,5920.0,0.0,0.0,0.0,0.0,82580.0,0.0,0.0,0.0,0.0,12440.0,0.0,149370.0,117140.0,68550.0,0.0,0.0,68530.0,0.0,34260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9140.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,1250.0,409990.0,0.0,9600.0,39750.0,328960.0,12980.0,241170.0,94940.0,3330.0,413090.0,100410.0,560.0,474770.0,397100.0,7920.0
10,5030.0,0.0,1260.0,0.0,13560.0,0.0,0.0,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7440.0,880.0,2520.0,740.0,0.0,0.0,0.0,0.0,6220.0,530.0,1910.0,0.0,0.0,990.0,0.0,0.0,0.0,8640.0,0.0,0.0,0.0,5340.0,0.0,0.0,0.0,0.0,1400.0,1120.0,15100.0,0.0,0.0,0.0,0.0,0.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33770.0,0.0,0.0,13530.0,0.0,17590.0,0.0,0.0,15470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19020.0,0.0,0.0,0.0,0.0,11790.0,8890.0,0.0,18930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48450.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,3380.0,34470.0,800.0,1200.0,0.0,0.0,0.0,1590.0,8320.0,32510.0,0.0,0.0,0.0,10570.0,0.0,0.0,1910.0,1060.0,0.0,0.0,10670.0,12230.0,24630.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,990.0,0.0,7000.0,16610.0,8700.0,7100.0,1400.0,0.0,2930.0,20440.0,0.0,0.0,8640.0,27260.0,18930.0,8890.0,32550.0,33770.0,17590.0,0.0,0.0,0.0,0.0,0.0,0.0,48450.0,0.0,0.0,17200.0,0.0,22290.0,2260.0,67420.0,35220.0,1710.0,3770.0,0.0,0.0,5080.0,2030.0,2070.0,0.0,13560.0,0.0,1620.0,0.0,0.0,10080.0,3130.0,0.0,0.0,0.0,10040.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15100.0,0.0,0.0,0.0,1120.0,0.0,5340.0,0.0,11790.0,0.0,0.0,8890.0,0.0,19020.0,13530.0,0.0,0.0,0.0,51990.0,0.0,0.0,33770.0,0.0,0.0,48450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,10910.0,37420.0,33740.0,0.0,11730.0,0.0,8320.0,0.0,1590.0,0.0,0.0,35200.0,3230.0,1200.0
