user_id,1-07h,1-08h,1-09h,1-10h,1-11h,1-12h,1-13h,1-14h,1-15h,1-16h,1-17h,1-18h,1-19h,1-20h,1-21h,1-22h,1-23h,2-07h,2-08h,2-09h,2-10h,2-11h,2-12h,2-13h,2-14h,2-15h,2-16h,2-17h,2-18h,2-19h,2-20h,2-21h,2-22h,2-23h,3-07h,3-08h,3-09h,3-10h,3-11h,3-12h,3-13h,3-14h,3-15h,3-16h,3-17h,3-18h,3-19h,3-20h,3-21h,3-22h,3-23h,4-07h,4-08h,4-09h,4-10h,4-11h,4-12h,4-13h,4-14h,4-15h,4-16h,4-17h,4-18h,4-19h,4-20h,4-21h,4-22h,4-23h,5-07h,5-08h,5-09h,5-10h,5-11h,5-12h,5-13h,5-14h,5-15h,5-16h,5-17h,5-18h,5-19h,5-20h,5-21h,5-22h,5-23h
1,1240.0,4270.0,0.0,950.0,3890.0,3470.0,1470.0,6160.0,0.0,10820.0,2030.0,0.0,7060.0,17380.0,1540.0,0.0,4800.0,0.0,0.0,0.0,2360.0,460.0,6640.0,0.0,0.0,840.0,15970.0,1250.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17790.0,0.0,0.0,17840.0,0.0,1490.0,16290.0,42470.0,0.0,0.0,0.0,0.0,10800.0,0.0,9800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80520.0,81230.0,33760.0,17350.0,5770.0,1390.0,5020.0,2770.0,610.0,2330.0,1330.0,3270.0,20880.0,930.0,32330.0,210.0,0.0
2,3880.0,4670.0,5970.0,1300.0,0.0,5440.0,7080.0,3810.0,2260.0,1690.0,1460.0,590.0,1960.0,680.0,8090.0,2190.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,0.0,0.0,4160.0,0.0,0.0,870.0,0.0,0.0,11780.0,0.0,0.0,0.0,46100.0,25980.0,0.0,0.0,1490.0,6070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106360.0,1040.0,0.0,0.0,0.0,15570.0,27860.0,235120.0,0.0,11220.0,0.0,0.0,26390.0,10430.0,3600.0,0.0,0.0
3,5220.0,750.0,2320.0,2270.0,0.0,950.0,1070.0,1830.0,1580.0,1260.0,4650.0,1670.0,1880.0,1040.0,4100.0,9330.0,4380.0,4880.0,4390.0,0.0,76870.0,0.0,9650.0,12130.0,0.0,0.0,0.0,11690.0,0.0,9300.0,0.0,4300.0,13020.0,0.0,51080.0,0.0,22600.0,0.0,12840.0,0.0,0.0,16850.0,0.0,0.0,0.0,52090.0,0.0,31050.0,9610.0,0.0,0.0,0.0,0.0,72280.0,4610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3510.0,2790.0,94970.0,3360.0,0.0,206150.0,0.0,0.0,24660.0,2570.0,1110.0,5220.0,8830.0,74250.0,5660.0,50870.0,165250.0
4,0.0,5930.0,2620.0,1220.0,2950.0,4440.0,610.0,1030.0,5830.0,5830.0,14850.0,3740.0,2090.0,2440.0,0.0,4710.0,23280.0,9560.0,0.0,16110.0,2180.0,11840.0,2900.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,12320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15210.0,66670.0,0.0,338870.0,3940.0,0.0,3100.0,1010.0,25530.0,0.0,37040.0,195710.0,24450.0,0.0,9730.0,0.0,0.0
5,9370.0,0.0,1940.0,1450.0,2650.0,0.0,0.0,4480.0,2830.0,1930.0,580.0,11070.0,880.0,19920.0,2110.0,480.0,520.0,0.0,0.0,0.0,0.0,13400.0,1080.0,0.0,0.0,4640.0,0.0,19620.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,58850.0,0.0,0.0,0.0,16730.0,0.0,8870.0,0.0,0.0,0.0,0.0,0.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.0,0.0,11650.0,16620.0,27040.0,47760.0,0.0,880.0,0.0,103020.0,0.0,1660.0,8210.0,1820.0
6,0.0,6490.0,1840.0,26430.0,28760.0,1370.0,2560.0,22990.0,4040.0,13910.0,37130.0,19730.0,2040.0,6540.0,32500.0,9080.0,2560.0,0.0,71740.0,0.0,0.0,17610.0,0.0,12770.0,9950.0,0.0,19290.0,0.0,0.0,0.0,0.0,106090.0,0.0,0.0,37350.0,19070.0,19960.0,37920.0,0.0,0.0,0.0,0.0,0.0,8240.0,19340.0,0.0,0.0,0.0,61950.0,58370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51260.0,3360.0,8080.0,19950.0,2140.0,171090.0,2250.0,0.0,42360.0,40780.0,8920.0,27990.0,2930.0,51810.0,10910.0,30020.0,378770.0
7,2990.0,4300.0,540.0,1460.0,2610.0,7000.0,2450.0,7620.0,2260.0,3810.0,5810.0,0.0,0.0,1900.0,32810.0,0.0,1170.0,0.0,0.0,0.0,0.0,0.0,19800.0,0.0,0.0,0.0,11690.0,3060.0,0.0,0.0,0.0,0.0,0.0,7930.0,0.0,2640.0,21170.0,0.0,83790.0,0.0,0.0,0.0,0.0,0.0,0.0,19990.0,0.0,12780.0,0.0,0.0,56560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35480.0,0.0,0.0,0.0,0.0,0.0,30620.0,11930.0,160.0,0.0,1190.0,3860.0,0.0,23490.0,0.0,2790.0,56780.0,4480.0,2120.0,3990.0,2750.0,0.0,0.0
8,9850.0,0.0,54310.0,1200.0,1820.0,0.0,2810.0,3800.0,950.0,0.0,650.0,16300.0,6820.0,5100.0,260.0,0.0,1680.0,1430.0,12350.0,7220.0,0.0,0.0,4320.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,0.0,10060.0,0.0,0.0,0.0,25420.0,0.0,0.0,0.0,40870.0,0.0,54020.0,0.0,0.0,28640.0,0.0,20540.0,0.0,0.0,6290.0,23740.0,0.0,0.0,0.0,0.0,0.0,3780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,19180.0,87130.0,0.0,1030.0,44680.0,0.0,1240.0,0.0,0.0,53080.0,17130.0,1340.0,11020.0,9700.0,710.0
9,9800.0,7590.0,10870.0,3360.0,13020.0,17970.0,3740.0,6290.0,13530.0,10410.0,100370.0,2300.0,0.0,2690.0,17260.0,4170.0,18740.0,0.0,0.0,35510.0,0.0,0.0,27520.0,0.0,0.0,0.0,24500.0,0.0,13710.0,5920.0,0.0,0.0,0.0,0.0,82580.0,0.0,0.0,0.0,0.0,12440.0,0.0,149370.0,117140.0,68550.0,0.0,0.0,68530.0,0.0,34260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9140.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,1250.0,409990.0,0.0,9600.0,39750.0,328960.0,12980.0,241170.0,94940.0,3330.0,413090.0,100410.0,560.0,474770.0,397100.0,7920.0
10,1710.0,3770.0,0.0,0.0,5080.0,2030.0,2070.0,0.0,13560.0,0.0,1620.0,0.0,0.0,10080.0,3130.0,0.0,0.0,0.0,10040.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15100.0,0.0,0.0,0.0,1120.0,0.0,5340.0,0.0,11790.0,0.0,0.0,8890.0,0.0,19020.0,13530.0,0.0,0.0,0.0,51990.0,0.0,0.0,33770.0,0.0,0.0,48450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,10910.0,37420.0,33740.0,0.0,11730.0,0.0,8320.0,0.0,1590.0,0.0,0.0,35200.0,3230.0,1200.0
11,0.0,14200.0,5820.0,3010.0,680.0,0.0,5790.0,0.0,0.0,1200.0,0.0,0.0,560.0,0.0,360.0,1310.0,1050.0,0.0,3190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70770.0,7270.0,0.0,0.0,0.0,0.0,0.0,0.0,48390.0,19650.0,0.0,23200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5680.0,0.0,12800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58240.0,17960.0,0.0,870.0,42430.0,2240.0,140730.0,30020.0,0.0,93840.0,0.0,0.0,4080.0,4960.0,0.0,0.0,26560.0
12,0.0,9090.0,1820.0,2390.0,1410.0,0.0,14230.0,1080.0,0.0,970.0,3260.0,7270.0,19220.0,2520.0,9520.0,1660.0,6730.0,0.0,17670.0,0.0,0.0,0.0,0.0,0.0,2970.0,0.0,0.0,5860.0,0.0,6310.0,0.0,0.0,0.0,0.0,0.0,46750.0,0.0,0.0,21830.0,42820.0,0.0,0.0,0.0,0.0,0.0,44400.0,82490.0,21570.0,0.0,0.0,50420.0,25460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79070.0,0.0,0.0,0.0,0.0,0.0,0.0,3140.0,262320.0,53080.0,970.0,2340.0,0.0,0.0,134160.0,25930.0,16430.0,0.0,620.0,1230.0,0.0,510640.0,41250.0,240.0
13,10050.0,1020.0,0.0,11480.0,1850.0,500.0,11250.0,28460.0,26490.0,22210.0,0.0,0.0,4980.0,1260.0,3050.0,10720.0,28670.0,0.0,0.0,15320.0,920.0,0.0,990.0,0.0,0.0,8410.0,34140.0,0.0,0.0,0.0,19160.0,0.0,0.0,0.0,0.0,18660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16640.0,33450.0,1870.0,195540.0,326710.0,20940.0,27140.0,18440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5760.0,1330.0,110590.0,238350.0,1370.0,39780.0,0.0,11720.0,0.0,0.0,135630.0,410250.0,3070.0,81050.0,19570.0,37610.0
14,2850.0,3920.0,2590.0,9470.0,5090.0,1160.0,820.0,19230.0,1060.0,3840.0,3100.0,1520.0,6180.0,11300.0,1160.0,3200.0,0.0,0.0,0.0,2590.0,0.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,8240.0,0.0,2740.0,1380.0,6120.0,0.0,0.0,13850.0,5840.0,0.0,0.0,18070.0,0.0,28780.0,0.0,0.0,2030.0,0.0,27090.0,29280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275830.0,1140.0,11730.0,1280.0,0.0,370.0,550.0,7590.0,36020.0,0.0,1070.0,77970.0,3030.0,34910.0,10150.0,0.0,5810.0
15,1030.0,2530.0,2460.0,7340.0,440.0,510.0,0.0,2100.0,0.0,330.0,0.0,1990.0,0.0,4190.0,350.0,1260.0,740.0,0.0,1600.0,6820.0,0.0,2930.0,0.0,10300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18980.0,0.0,0.0,0.0,0.0,81500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760.0,0.0,7030.0,660.0,0.0,51380.0,0.0,1240.0,0.0,78660.0,33680.0,0.0,0.0,0.0,5490.0,0.0,0.0
16,0.0,17180.0,3450.0,2550.0,0.0,580.0,27620.0,870.0,0.0,1000.0,2530.0,0.0,1600.0,0.0,5800.0,780.0,960.0,0.0,1370.0,0.0,0.0,0.0,1920.0,0.0,0.0,0.0,0.0,2310.0,8170.0,8370.0,5430.0,0.0,18860.0,0.0,0.0,0.0,0.0,0.0,115220.0,0.0,32060.0,0.0,0.0,11200.0,0.0,0.0,24840.0,13680.0,27260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19590.0,0.0,52120.0,0.0,0.0,990.0,94220.0,33550.0,0.0,0.0,0.0,2270.0,73920.0,14180.0,0.0,9370.0,0.0
17,2640.0,4720.0,1760.0,7550.0,0.0,2370.0,8010.0,6120.0,4790.0,11370.0,0.0,16540.0,0.0,0.0,2280.0,20770.0,1110.0,0.0,0.0,6980.0,45770.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,0.0,0.0,0.0,0.0,20260.0,15870.0,2250.0,1570.0,0.0,0.0,34270.0,0.0,9120.0,33100.0,0.0,0.0,19400.0,0.0,0.0,0.0,0.0,0.0,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34920.0,19730.0,23360.0,20940.0,176990.0,13860.0,3980.0,0.0,0.0,223810.0,19690.0,0.0,7830.0,154280.0,8750.0,57070.0,0.0
18,14060.0,3790.0,4200.0,3620.0,4120.0,4860.0,3550.0,870.0,6910.0,10940.0,9850.0,1100.0,0.0,11040.0,24240.0,2880.0,1380.0,1580.0,8410.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,10290.0,5160.0,4390.0,0.0,15120.0,0.0,0.0,0.0,0.0,0.0,0.0,25230.0,17380.0,0.0,59830.0,0.0,0.0,27620.0,45020.0,0.0,69960.0,0.0,11660.0,36800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.0,0.0,2370.0,160.0,0.0,1870.0,0.0,123270.0,23280.0,11410.0,0.0,2070.0,53550.0,620.0,0.0,1070.0,0.0
19,2380.0,4950.0,1830.0,1890.0,770.0,5050.0,1440.0,670.0,6680.0,10410.0,670.0,7470.0,8890.0,1070.0,0.0,13400.0,4720.0,0.0,0.0,0.0,0.0,79650.0,0.0,0.0,12740.0,0.0,0.0,0.0,740.0,0.0,0.0,0.0,0.0,4350.0,1170.0,0.0,13430.0,3460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11910.0,20550.0,28230.0,20670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,68430.0,60160.0,64400.0,84250.0,0.0,0.0,53580.0,13520.0,2620.0,0.0,73350.0,0.0,0.0,345090.0,4630.0
20,1550.0,4670.0,2650.0,3360.0,2170.0,1650.0,0.0,2360.0,180.0,0.0,2310.0,23610.0,1820.0,2600.0,0.0,68530.0,0.0,0.0,0.0,0.0,11580.0,0.0,0.0,950.0,0.0,22770.0,0.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10820.0,0.0,0.0,48650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.0,0.0,0.0,0.0,103820.0,6340.0,370.0,1880.0,0.0,3410.0,170.0,2380.0,0.0,0.0,0.0,62070.0,0.0,12540.0,11240.0,2820.0,840.0
21,2070.0,680.0,9580.0,10720.0,11340.0,1070.0,6310.0,490.0,5090.0,9980.0,1490.0,780.0,6540.0,5530.0,3340.0,6200.0,1190.0,0.0,830.0,0.0,20430.0,0.0,1390.0,0.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76280.0,0.0,26470.0,20360.0,81430.0,11260.0,16880.0,0.0,0.0,11750.0,37700.0,84130.0,14860.0,0.0,0.0,0.0,0.0,0.0,3010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51930.0,0.0,0.0,0.0,0.0,5650.0,0.0,0.0,0.0,3710.0,780.0,115280.0,23850.0,92080.0,1790.0,5320.0,58540.0,9300.0,1090.0,89400.0,8660.0,26780.0,16180.0,0.0
22,0.0,200.0,0.0,8530.0,0.0,0.0,0.0,0.0,2040.0,3650.0,1950.0,2700.0,610.0,3220.0,4880.0,500.0,0.0,0.0,0.0,1710.0,20350.0,0.0,36110.0,15810.0,0.0,0.0,840.0,0.0,0.0,0.0,1110.0,9000.0,0.0,0.0,0.0,12990.0,0.0,0.0,0.0,25360.0,10880.0,0.0,0.0,0.0,0.0,15370.0,0.0,9660.0,13270.0,0.0,4950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.0,0.0,1200.0,32050.0,0.0,1680.0,0.0,26900.0,87620.0,34450.0,97240.0,88090.0,0.0,1010.0,520.0,0.0
23,0.0,3980.0,2820.0,4360.0,1690.0,3320.0,29370.0,2570.0,3550.0,0.0,31940.0,0.0,4800.0,2170.0,0.0,0.0,3600.0,0.0,0.0,18040.0,0.0,0.0,0.0,0.0,25070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,0.0,2910.0,15690.0,0.0,23970.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79410.0,54780.0,83330.0,0.0,0.0,31560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830.0,1790.0,116770.0,0.0,0.0,17310.0,890.0,0.0,6930.0,0.0,0.0,97430.0,2780.0,3220.0,6640.0,0.0,14440.0
24,1940.0,5210.0,16380.0,3760.0,14650.0,1520.0,4580.0,2830.0,1120.0,0.0,17760.0,0.0,4160.0,4200.0,4740.0,32990.0,1970.0,20850.0,0.0,0.0,11470.0,0.0,0.0,0.0,0.0,2150.0,0.0,0.0,0.0,5540.0,0.0,6650.0,0.0,0.0,0.0,20390.0,0.0,0.0,0.0,0.0,32960.0,0.0,14420.0,0.0,0.0,56110.0,0.0,103220.0,210610.0,0.0,6170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34910.0,68440.0,142910.0,23650.0,6710.0,0.0,0.0,1140.0,251260.0,46150.0,133020.0,5700.0,72730.0,15950.0,1180.0,600.0,83970.0
25,1270.0,0.0,5680.0,2630.0,2800.0,1720.0,6760.0,5160.0,5020.0,23850.0,900.0,5920.0,0.0,4240.0,43240.0,3540.0,5450.0,0.0,1100.0,0.0,0.0,10580.0,1330.0,0.0,3170.0,0.0,0.0,11730.0,0.0,0.0,0.0,0.0,12120.0,0.0,17830.0,0.0,0.0,29080.0,0.0,0.0,4960.0,9830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910.0,75700.0,78170.0,88770.0,0.0,6750.0,260.0,160.0,0.0,0.0,68830.0,0.0,6020.0,0.0,1170.0,0.0,2990.0
26,7240.0,5690.0,12860.0,4720.0,0.0,3030.0,1430.0,2800.0,0.0,590.0,740.0,1550.0,510.0,7320.0,4560.0,0.0,6020.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,26700.0,2650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19230.0,22110.0,0.0,0.0,8830.0,0.0,0.0,48990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51000.0,14610.0,11900.0,0.0,0.0,43170.0,1950.0,5500.0,0.0,60620.0,4090.0,0.0,19780.0,59210.0,98030.0,0.0,1990.0
27,2500.0,13510.0,2350.0,930.0,7200.0,7380.0,15110.0,3790.0,7210.0,7230.0,141520.0,1660.0,2770.0,7000.0,5150.0,1580.0,7950.0,0.0,18250.0,770.0,37460.0,0.0,0.0,0.0,10010.0,3310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12270.0,0.0,61870.0,12140.0,0.0,0.0,26880.0,8520.0,0.0,95960.0,0.0,8220.0,224430.0,0.0,0.0,0.0,9640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,13230.0,1640.0,650.0,1880.0,0.0,131590.0,0.0,141410.0,316540.0,707010.0,0.0,24080.0,40920.0,197870.0,2320.0,1180.0,30490.0
28,820.0,5980.0,9420.0,3820.0,0.0,5060.0,6430.0,2660.0,4200.0,15470.0,6180.0,17290.0,13690.0,67950.0,7870.0,1600.0,5880.0,26180.0,0.0,0.0,0.0,16630.0,0.0,12630.0,33550.0,0.0,17740.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.0,138610.0,0.0,0.0,0.0,1210.0,0.0,24490.0,0.0,237370.0,0.0,0.0,17360.0,0.0,88640.0,9920.0,25870.0,0.0,0.0,0.0,0.0,0.0,0.0,96200.0,0.0,0.0,0.0,0.0,0.0,83860.0,0.0,0.0,0.0,0.0,0.0,2950.0,4470.0,104240.0,0.0,96360.0,0.0,153920.0,193590.0,588440.0,0.0,20200.0,13420.0,0.0,59860.0,0.0,44310.0,0.0
29,1760.0,9370.0,2800.0,7480.0,1670.0,7580.0,4640.0,13240.0,0.0,6680.0,6730.0,2190.0,15030.0,1740.0,5120.0,3050.0,7460.0,0.0,0.0,0.0,22460.0,0.0,7830.0,8410.0,3390.0,0.0,640.0,0.0,0.0,46120.0,0.0,7270.0,7720.0,0.0,0.0,18840.0,0.0,11070.0,0.0,0.0,20280.0,0.0,0.0,25000.0,0.0,0.0,48900.0,0.0,0.0,0.0,107520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,3370.0,1590.0,6470.0,21200.0,3720.0,316320.0,20150.0,18310.0,2780.0,0.0,20170.0,63750.0,138750.0,0.0,5170.0,82060.0
30,0.0,2170.0,320.0,2210.0,0.0,20870.0,1100.0,1990.0,0.0,0.0,0.0,0.0,0.0,4120.0,3500.0,0.0,0.0,3300.0,530.0,0.0,0.0,0.0,13080.0,0.0,0.0,0.0,0.0,690.0,1400.0,0.0,0.0,0.0,0.0,0.0,13570.0,0.0,0.0,0.0,0.0,245040.0,0.0,0.0,0.0,16970.0,0.0,0.0,0.0,0.0,0.0,0.0,48610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41240.0,1360.0,3100.0,0.0,0.0,143340.0,30800.0,12860.0,3340.0,51490.0,99330.0,429490.0,7550.0,0.0,0.0,0.0,23530.0
31,4910.0,0.0,170.0,8060.0,12920.0,2180.0,3400.0,22100.0,6680.0,6910.0,40640.0,21990.0,6010.0,780.0,25900.0,260.0,3840.0,0.0,0.0,0.0,0.0,0.0,5100.0,0.0,30910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21590.0,0.0,0.0,0.0,63410.0,0.0,0.0,0.0,28930.0,78170.0,0.0,0.0,0.0,0.0,620.0,88670.0,22610.0,0.0,19650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188860.0,269040.0,75570.0,0.0,54720.0,810.0,61740.0,0.0,470110.0,22150.0,206980.0,442140.0,42030.0,53690.0,5720.0,106120.0
32,7880.0,17460.0,13620.0,0.0,13690.0,0.0,2330.0,4950.0,9730.0,16730.0,6720.0,3940.0,1510.0,6240.0,12830.0,5400.0,2500.0,0.0,25970.0,0.0,0.0,0.0,0.0,11800.0,38040.0,0.0,0.0,0.0,0.0,0.0,0.0,35640.0,0.0,0.0,0.0,14830.0,0.0,0.0,0.0,0.0,232840.0,41320.0,0.0,0.0,0.0,0.0,0.0,19090.0,121940.0,121480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3830.0,0.0,0.0,0.0,0.0,184470.0,0.0,3280.0,40670.0,12730.0,0.0,0.0,0.0,0.0,48840.0,46430.0,4190.0,0.0,4840.0,0.0,10490.0,49710.0
33,1050.0,32300.0,0.0,10590.0,7400.0,9200.0,560.0,13100.0,8490.0,20820.0,36670.0,25860.0,12220.0,3770.0,11100.0,7680.0,17410.0,0.0,22090.0,2440.0,0.0,0.0,5730.0,2970.0,0.0,1770.0,0.0,0.0,21930.0,0.0,12240.0,0.0,0.0,0.0,0.0,2540.0,0.0,1040.0,49840.0,29610.0,0.0,122500.0,269030.0,135030.0,32540.0,110220.0,0.0,0.0,88050.0,22510.0,19880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2940.0,27590.0,0.0,61550.0,3660.0,0.0,59870.0,60010.0,1320.0,131380.0,26970.0,425130.0,85780.0,524080.0,186410.0,108310.0,0.0
34,4290.0,0.0,1130.0,8270.0,4360.0,37090.0,10550.0,282820.0,19720.0,1600.0,1050.0,10410.0,3810.0,10390.0,5270.0,15100.0,20260.0,0.0,0.0,5130.0,0.0,16020.0,0.0,740.0,0.0,0.0,10080.0,0.0,0.0,0.0,68940.0,0.0,0.0,15790.0,108840.0,0.0,0.0,0.0,268980.0,116910.0,0.0,0.0,5950.0,106880.0,0.0,0.0,50660.0,0.0,45930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580.0,10290.0,15690.0,0.0,77700.0,2360.0,20690.0,0.0,237880.0,42350.0,382390.0,47630.0,94480.0,5880.0,35720.0,325730.0
35,3380.0,12740.0,11750.0,29940.0,740.0,6570.0,69660.0,22900.0,1080.0,4580.0,25950.0,1210.0,45600.0,44720.0,10760.0,3350.0,43450.0,16510.0,48420.0,0.0,0.0,0.0,6300.0,8950.0,0.0,38880.0,0.0,0.0,10850.0,0.0,2250.0,0.0,0.0,0.0,285910.0,85420.0,0.0,78970.0,0.0,0.0,55850.0,64800.0,0.0,0.0,0.0,0.0,0.0,30750.0,0.0,87270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91270.0,1310.0,760.0,2210.0,122060.0,21060.0,34380.0,108940.0,131280.0,4580.0,62460.0,4640.0,2950.0,42190.0,71030.0,29700.0,16970.0
