user_id,1-Fri,1-Mon,1-Sat,1-Sun,1-Thu,1-Tue,1-Wed,2-Fri,2-Mon,2-Sat,2-Sun,2-Thu,2-Tue,2-Wed,3-Fri,3-Mon,3-Sat,3-Sun,3-Thu,3-Tue,3-Wed,4-Fri,4-Mon,4-Sat,4-Sun,4-Thu,4-Tue,4-Wed,5-Fri,5-Mon,5-Sat,5-Sun,5-Thu,5-Tue,5-Wed
1,3220.0,7220.0,4080.0,4900.0,5020.0,19400.0,21240.0,0.0,17050.0,2360.0,0.0,2090.0,1560.0,5560.0,0.0,9150.0,0.0,61910.0,17840.0,17780.0,9800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,4140.0,60880.0,40620.0,3590.0,172560.0,7370.0
2,12590.0,6020.0,4480.0,12070.0,8080.0,710.0,9720.0,0.0,870.0,0.0,0.0,4160.0,0.0,1040.0,0.0,0.0,6070.0,7380.0,11780.0,39890.0,26300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236670.0,104810.0,50740.0,17540.0,0.0,27830.0
3,7610.0,2590.0,11910.0,2850.0,9970.0,5010.0,4360.0,9650.0,4110.0,14310.0,76870.0,4880.0,36410.0,0.0,57540.0,39000.0,9610.0,46640.0,0.0,20730.0,22600.0,0.0,4610.0,0.0,0.0,0.0,0.0,72280.0,84660.0,183650.0,52620.0,70720.0,10790.0,103790.0,142970.0
4,28460.0,15920.0,3050.0,5740.0,6070.0,15560.0,6770.0,0.0,2900.0,0.0,0.0,28250.0,0.0,24160.0,0.0,0.0,35080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23910.0,9270.0,555100.0,15210.0,6340.0,65730.0,45700.0
5,5120.0,8140.0,1420.0,500.0,11570.0,17440.0,16020.0,0.0,19620.0,0.0,0.0,4640.0,16400.0,1080.0,0.0,8870.0,1390.0,0.0,0.0,0.0,75580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37950.0,47760.0,27040.0,3750.0,17570.0,86520.0
6,31570.0,3450.0,36500.0,63230.0,14280.0,49430.0,19510.0,84510.0,17610.0,820.0,106090.0,9130.0,0.0,19290.0,76380.0,16570.0,61950.0,48930.0,0.0,58370.0,0.0,0.0,8910.0,0.0,0.0,0.0,0.0,0.0,27960.0,448530.0,107210.0,57790.0,28470.0,64690.0,117970.0
7,10460.0,32870.0,11330.0,6270.0,920.0,11920.0,2960.0,3060.0,0.0,0.0,0.0,0.0,19620.0,19800.0,2640.0,0.0,19990.0,56560.0,12780.0,104960.0,0.0,0.0,35480.0,0.0,0.0,0.0,0.0,0.0,32740.0,56780.0,18020.0,5730.0,23780.0,3990.0,3120.0
8,10720.0,4330.0,18910.0,0.0,63690.0,6650.0,1250.0,4320.0,11240.0,12350.0,1430.0,0.0,0.0,7220.0,20540.0,66960.0,34260.0,54020.0,23740.0,0.0,0.0,0.0,0.0,0.0,3780.0,0.0,0.0,0.0,1950.0,85980.0,19080.0,4440.0,970.0,11020.0,123360.0
9,13400.0,138640.0,11700.0,24120.0,35340.0,11830.0,7080.0,33820.0,19740.0,23180.0,0.0,24500.0,0.0,5920.0,0.0,207770.0,0.0,72920.0,53670.0,68550.0,129960.0,0.0,0.0,0.0,0.0,0.0,0.0,9140.0,122370.0,426710.0,248410.0,1143640.0,47910.0,315090.0,233320.0
10,2650.0,990.0,0.0,7000.0,16610.0,8700.0,7100.0,1400.0,0.0,2930.0,20440.0,0.0,0.0,8640.0,27260.0,18930.0,8890.0,32550.0,33770.0,17590.0,0.0,0.0,0.0,0.0,0.0,0.0,48450.0,0.0,0.0,17200.0,0.0,22290.0,2260.0,67420.0,35220.0
11,2130.0,5670.0,4610.0,5970.0,13830.0,210.0,1560.0,0.0,3190.0,7270.0,70770.0,0.0,0.0,0.0,0.0,0.0,25330.0,42400.0,0.0,41990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48810.0,102070.0,119310.0,26560.0,4300.0,93820.0,27060.0
12,15750.0,18010.0,5840.0,11460.0,7340.0,13120.0,9650.0,4860.0,9980.0,0.0,15000.0,2970.0,0.0,0.0,82490.0,21570.0,72250.0,44400.0,0.0,42820.0,46750.0,0.0,0.0,0.0,0.0,25460.0,79070.0,0.0,16670.0,10270.0,3420.0,292180.0,288590.0,23140.0,418080.0
13,24810.0,10270.0,13640.0,9960.0,50330.0,49540.0,3440.0,0.0,21940.0,35060.0,20950.0,0.0,0.0,990.0,67850.0,62500.0,161630.0,50700.0,0.0,13680.0,303030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63340.0,179320.0,185200.0,146650.0,3220.0,19820.0,498530.0
14,5710.0,11460.0,12270.0,11620.0,2410.0,5980.0,27040.0,0.0,2590.0,9620.0,0.0,1950.0,0.0,8860.0,29280.0,5840.0,22220.0,1390.0,0.0,28780.0,37430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3990.0,0.0,48580.0,278780.0,80740.0,46600.0,8760.0
15,1540.0,6060.0,4550.0,4140.0,1130.0,2280.0,5570.0,2930.0,0.0,0.0,6820.0,10930.0,0.0,3970.0,0.0,18980.0,0.0,81500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.0,0.0,1240.0,122980.0,41010.0,13010.0,1660.0,0.0
16,5620.0,8230.0,870.0,880.0,6230.0,19630.0,23460.0,1920.0,0.0,7740.0,0.0,1370.0,35400.0,0.0,32060.0,0.0,0.0,11200.0,13680.0,27260.0,140060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93670.0,0.0,14720.0,71020.0,9370.0,67320.0,44110.0
17,20030.0,12420.0,9990.0,7900.0,8870.0,2150.0,28670.0,0.0,6980.0,3310.0,0.0,0.0,0.0,45770.0,0.0,48780.0,0.0,41860.0,0.0,45200.0,0.0,0.0,0.0,0.0,0.0,0.0,2740.0,0.0,62510.0,60650.0,100070.0,4460.0,231930.0,303840.0,1750.0
18,11020.0,26070.0,4060.0,24890.0,4030.0,16180.0,21160.0,6740.0,10290.0,0.0,1050.0,19510.0,8410.0,0.0,68030.0,0.0,0.0,32620.0,98470.0,0.0,94380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,78950.0,5510.0,4820.0,1520.0,110740.0,1070.0
19,8190.0,15210.0,2620.0,6560.0,8090.0,16010.0,15610.0,0.0,12740.0,79650.0,0.0,4350.0,0.0,740.0,23950.0,3460.0,32460.0,1170.0,0.0,13430.0,24950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0,46820.0,139290.0,89350.0,98040.0,145010.0,251200.0
20,3470.0,2750.0,72070.0,6050.0,3370.0,21960.0,7790.0,0.0,19450.0,0.0,0.0,930.0,0.0,15850.0,10820.0,48650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.0,0.0,0.0,0.0,3380.0,14060.0,63380.0,1810.0,116360.0,6340.0,2550.0
21,9130.0,26530.0,2300.0,15880.0,7490.0,11990.0,9080.0,830.0,0.0,1390.0,710.0,0.0,0.0,20430.0,37700.0,35240.0,0.0,99270.0,26470.0,84130.0,98310.0,0.0,0.0,0.0,0.0,51930.0,3010.0,5650.0,32450.0,184350.0,70390.0,72950.0,35520.0,11240.0,45860.0
22,7550.0,3890.0,610.0,1990.0,200.0,13540.0,500.0,36110.0,14400.0,9000.0,7920.0,0.0,15810.0,1690.0,0.0,17940.0,24150.0,0.0,25360.0,25030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101110.0,86790.0,91220.0,0.0,3210.0,1720.0,87850.0
23,0.0,1120.0,32440.0,33500.0,14820.0,6810.0,5480.0,18040.0,5100.0,0.0,25070.0,0.0,0.0,0.0,0.0,15690.0,90910.0,0.0,125850.0,0.0,39140.0,0.0,0.0,0.0,0.0,0.0,31560.0,0.0,116770.0,94820.0,15180.0,27990.0,10110.0,5160.0,0.0
24,6560.0,8110.0,62730.0,4110.0,6850.0,15550.0,13900.0,0.0,11470.0,31870.0,0.0,1230.0,0.0,2090.0,0.0,10510.0,18200.0,49700.0,243070.0,102570.0,19830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83860.0,34810.0,250640.0,187740.0,0.0,0.0,331270.0
25,8450.0,10190.0,11070.0,19990.0,14050.0,130.0,54300.0,11730.0,10580.0,0.0,13220.0,1330.0,0.0,3170.0,0.0,0.0,0.0,0.0,29080.0,9830.0,22790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25090.0,47320.0,70740.0,118420.0,2990.0,57030.0,9140.0
26,2330.0,8690.0,6450.0,6200.0,12460.0,9110.0,13820.0,2650.0,19020.0,0.0,0.0,0.0,1040.0,7680.0,6200.0,19230.0,0.0,0.0,42790.0,23190.0,30940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59600.0,24250.0,145450.0,66240.0,12110.0,15510.0,48690.0
27,16930.0,19310.0,13420.0,13140.0,141420.0,13560.0,17060.0,3450.0,0.0,0.0,47330.0,0.0,18250.0,770.0,8520.0,58810.0,253730.0,0.0,96310.0,28160.0,14400.0,0.0,0.0,0.0,870.0,0.0,0.0,0.0,294020.0,191510.0,708890.0,65210.0,16700.0,227070.0,107410.0
28,8970.0,57300.0,7040.0,24400.0,37480.0,27290.0,11840.0,0.0,12630.0,73520.0,1680.0,1020.0,16630.0,2930.0,108090.0,1210.0,261860.0,30520.0,0.0,114510.0,27280.0,0.0,0.0,83860.0,0.0,0.0,96200.0,0.0,36470.0,44550.0,167000.0,774890.0,4380.0,153640.0,100830.0
29,11330.0,10990.0,14270.0,19840.0,11330.0,14320.0,14460.0,7720.0,640.0,1670.0,15880.0,1750.0,47840.0,28340.0,18280.0,9090.0,72700.0,20280.0,0.0,111260.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,0.0,70490.0,365250.0,109150.0,22780.0,20240.0,99910.0,17140.0
30,5960.0,2430.0,1920.0,0.0,2640.0,3710.0,19620.0,690.0,530.0,0.0,13080.0,3300.0,1400.0,0.0,0.0,43610.0,36280.0,95040.0,0.0,149260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63850.0,0.0,193220.0,431900.0,760.0,153470.0,4230.0
31,20530.0,57710.0,12850.0,15280.0,9410.0,41870.0,9100.0,0.0,56410.0,0.0,1190.0,0.0,0.0,0.0,0.0,22610.0,4190.0,93630.0,63410.0,29550.0,88670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28020.0,816410.0,286640.0,248950.0,112920.0,450980.0,55760.0
32,15260.0,23010.0,14730.0,30670.0,1460.0,9660.0,30740.0,25970.0,0.0,0.0,11800.0,38040.0,35640.0,0.0,0.0,77120.0,37180.0,86640.0,104690.0,4130.0,241740.0,0.0,0.0,0.0,0.0,0.0,3830.0,0.0,3950.0,8360.0,78150.0,14550.0,6600.0,208320.0,85720.0
33,26390.0,63860.0,16970.0,26360.0,34910.0,13480.0,36250.0,27820.0,0.0,0.0,12240.0,2970.0,4210.0,21930.0,210650.0,284240.0,113830.0,50930.0,78210.0,140790.0,4140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586530.0,377810.0,191880.0,239430.0,79900.0,63240.0,166210.0
34,291520.0,36810.0,10390.0,31330.0,26910.0,36670.0,2490.0,0.0,0.0,0.0,16020.0,0.0,89860.0,10820.0,111260.0,50660.0,111710.0,299170.0,131350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94580.0,524000.0,59370.0,79110.0,135820.0,53220.0,355270.0
35,22270.0,28920.0,13730.0,213250.0,20410.0,8410.0,31390.0,0.0,3120.0,7730.0,6300.0,8950.0,103810.0,2250.0,15710.0,0.0,7970.0,113900.0,337680.0,213710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96430.0,165940.0,142750.0,132780.0,45600.0,20600.0,143690.0
36,30130.0,18590.0,8180.0,55600.0,6220.0,2730.0,22220.0,1750.0,19430.0,1230.0,2320.0,80460.0,0.0,6560.0,26700.0,26510.0,83490.0,63580.0,99630.0,10800.0,26350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45990.0,135650.0,137930.0,158940.0,1460.0,54490.0,269590.0
37,5610.0,3860.0,15850.0,55040.0,57000.0,69130.0,19420.0,26470.0,0.0,0.0,0.0,0.0,89110.0,0.0,58910.0,457360.0,80960.0,3340.0,0.0,42530.0,12470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29950.0,50870.0,4750.0,238400.0,1970.0,430440.0,376520.0
38,23050.0,14290.0,3670.0,60690.0,13900.0,35100.0,12550.0,0.0,1770.0,11180.0,0.0,6350.0,2680.0,4550.0,10870.0,19330.0,0.0,0.0,0.0,77030.0,38590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9620.0,177260.0,132010.0,5970.0,4550.0,29440.0,18660.0
39,71240.0,13120.0,11160.0,2490.0,7370.0,6040.0,28000.0,0.0,3400.0,0.0,11100.0,0.0,18470.0,76130.0,99870.0,0.0,0.0,175290.0,23190.0,36610.0,28930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103810.0,273380.0,12070.0,62060.0,0.0,156830.0,8850.0
40,2140.0,28110.0,6750.0,91220.0,49660.0,8000.0,20460.0,1910.0,14210.0,4380.0,3320.0,10320.0,4090.0,0.0,90110.0,0.0,0.0,35480.0,42050.0,53340.0,170400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7380.0,946210.0,125790.0,97410.0,57850.0,256700.0,164520.0
41,930.0,4990.0,8840.0,4030.0,5120.0,2160.0,0.0,0.0,8210.0,8800.0,2590.0,7970.0,4570.0,3600.0,41350.0,0.0,1430.0,6350.0,7170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65580.0,19900.0,212590.0,2330.0,0.0,57720.0,22170.0
42,23850.0,27280.0,43020.0,13760.0,24940.0,14290.0,25010.0,0.0,1750.0,0.0,72740.0,65150.0,52370.0,11470.0,8100.0,124210.0,75310.0,92250.0,85600.0,60220.0,0.0,0.0,9220.0,0.0,0.0,0.0,0.0,0.0,392800.0,831760.0,37450.0,32360.0,697890.0,797380.0,136830.0
43,22120.0,7080.0,5910.0,9830.0,11180.0,3000.0,14430.0,13110.0,0.0,0.0,1600.0,31200.0,5440.0,9110.0,110610.0,20900.0,72050.0,101850.0,16010.0,98870.0,15210.0,0.0,0.0,0.0,0.0,0.0,0.0,3080.0,9920.0,167540.0,55780.0,289890.0,21190.0,14770.0,154260.0
44,0.0,50910.0,9910.0,253090.0,16880.0,15650.0,6070.0,0.0,29160.0,30920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712770.0,211080.0,211680.0,1821810.0,7840.0,12930.0,263780.0
45,10900.0,29340.0,3740.0,11180.0,1500.0,31430.0,5200.0,5690.0,6590.0,8310.0,19850.0,0.0,14200.0,16480.0,1710.0,0.0,43460.0,18280.0,45280.0,21710.0,0.0,4980.0,0.0,0.0,0.0,0.0,0.0,0.0,12810.0,2640.0,120.0,110490.0,32510.0,191790.0,194310.0
46,3500.0,18200.0,2650.0,17040.0,17810.0,7640.0,1770.0,8290.0,8750.0,17940.0,5040.0,10600.0,18540.0,0.0,125760.0,0.0,59750.0,37630.0,13470.0,35250.0,98600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55340.0,135270.0,70370.0,54840.0,58780.0,65700.0,161980.0
47,0.0,50920.0,36490.0,15760.0,46280.0,14080.0,8620.0,0.0,0.0,0.0,0.0,0.0,0.0,9420.0,125390.0,50720.0,81240.0,95540.0,6430.0,106130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402870.0,229900.0,202030.0,165710.0,3710.0,165040.0,27490.0
48,4700.0,9420.0,3360.0,35240.0,6610.0,301370.0,26230.0,0.0,8460.0,0.0,22600.0,3010.0,0.0,0.0,325640.0,44800.0,21570.0,0.0,7490.0,110250.0,21390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,22380.0,0.0,511710.0,74410.0,3000.0,9590.0
49,1430.0,5550.0,13510.0,6600.0,6400.0,5650.0,5840.0,0.0,13240.0,1430.0,0.0,1220.0,0.0,4490.0,0.0,51120.0,88940.0,0.0,29590.0,0.0,12720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,65540.0,37680.0,1710.0,144820.0,15150.0,31290.0
50,29290.0,50730.0,7930.0,1390.0,2590.0,0.0,7840.0,26690.0,4630.0,283450.0,0.0,9880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132170.0,60170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16980.0,6330.0,176090.0,2450.0,234180.0,4860.0,78440.0
51,10450.0,121570.0,13440.0,26100.0,12720.0,1570.0,3750.0,0.0,0.0,2380.0,0.0,1820.0,0.0,44140.0,78880.0,49730.0,61920.0,62590.0,0.0,247640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30210.0,129890.0,211430.0,205210.0,135120.0,76830.0,5900.0
52,8480.0,100570.0,6370.0,19690.0,35030.0,15940.0,29060.0,0.0,89770.0,0.0,1970.0,660.0,0.0,0.0,0.0,1310.0,36270.0,72720.0,76080.0,36640.0,62790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31570.0,29370.0,291450.0,661310.0,29140.0,97600.0,109490.0
53,56030.0,15710.0,4890.0,29900.0,28440.0,10120.0,2700.0,0.0,0.0,204230.0,4590.0,0.0,43950.0,0.0,8020.0,0.0,0.0,100200.0,66670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12630.0,527730.0,346230.0,215760.0,2070.0,232960.0,164610.0
54,2200.0,20910.0,760.0,4640.0,1370.0,5770.0,22850.0,0.0,19870.0,6480.0,0.0,0.0,0.0,1390.0,43500.0,165810.0,0.0,0.0,21250.0,62840.0,50220.0,0.0,0.0,0.0,0.0,0.0,49390.0,0.0,34220.0,3420.0,139520.0,97620.0,14340.0,36820.0,31570.0
55,28460.0,8440.0,55470.0,15860.0,15720.0,44270.0,17500.0,58850.0,2210.0,60710.0,0.0,0.0,24080.0,0.0,2450.0,0.0,10710.0,261450.0,0.0,16820.0,26450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123120.0,820.0,14130.0,0.0,98700.0,35290.0,243290.0
56,6360.0,4150.0,3430.0,17850.0,810.0,1080.0,6180.0,0.0,0.0,8040.0,0.0,1140.0,2180.0,98550.0,43470.0,0.0,16210.0,82240.0,0.0,49890.0,0.0,0.0,0.0,54170.0,2660.0,0.0,0.0,0.0,12300.0,76490.0,25160.0,1520.0,43600.0,4520.0,58740.0
57,4310.0,58630.0,9500.0,65690.0,11590.0,13190.0,6320.0,43210.0,63400.0,7650.0,109460.0,0.0,0.0,74200.0,13820.0,53650.0,36240.0,0.0,36950.0,25380.0,88560.0,0.0,0.0,0.0,0.0,0.0,44220.0,3240.0,834220.0,132090.0,200220.0,47550.0,1710.0,315430.0,357800.0
58,1230.0,17640.0,1130.0,11030.0,8590.0,11940.0,5190.0,3130.0,0.0,0.0,79090.0,0.0,0.0,3830.0,100200.0,229180.0,0.0,0.0,32360.0,182100.0,96450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130850.0,53820.0,29110.0,197300.0,292950.0,700.0,86410.0
59,1470.0,1050.0,10700.0,25050.0,8170.0,3730.0,51490.0,0.0,0.0,38470.0,0.0,151900.0,0.0,10240.0,162090.0,0.0,0.0,57900.0,20060.0,40190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,153950.0,10020.0,559780.0,291510.0,3430.0,2010.0
60,25200.0,30340.0,46660.0,8550.0,21070.0,25800.0,24490.0,4620.0,9130.0,0.0,0.0,6490.0,18160.0,9780.0,62760.0,143860.0,172480.0,0.0,15400.0,9030.0,84080.0,0.0,0.0,0.0,4240.0,0.0,151400.0,0.0,281350.0,32090.0,23540.0,42400.0,235290.0,15100.0,280140.0
61,3900.0,35880.0,47930.0,61920.0,16600.0,3160.0,0.0,14480.0,14170.0,0.0,45450.0,160420.0,36630.0,5820.0,72270.0,0.0,5410.0,15540.0,41700.0,9910.0,16810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4910.0,314010.0,0.0,840540.0,54490.0,67080.0,286880.0
62,4080.0,20710.0,21620.0,37050.0,14370.0,0.0,2060.0,0.0,3730.0,0.0,1050.0,14950.0,2340.0,0.0,75430.0,24650.0,66590.0,0.0,11090.0,12030.0,0.0,6040.0,0.0,0.0,0.0,0.0,0.0,86820.0,66660.0,73140.0,113900.0,53090.0,204370.0,125660.0,77990.0
63,13200.0,4930.0,8510.0,1980.0,17250.0,9310.0,5750.0,0.0,15270.0,13900.0,33990.0,15000.0,0.0,0.0,21800.0,96540.0,0.0,57240.0,97370.0,0.0,69920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177000.0,94920.0,58290.0,62770.0,84040.0,43410.0,62210.0
64,55200.0,10670.0,50470.0,48470.0,3320.0,15220.0,1680.0,0.0,0.0,0.0,0.0,880.0,6140.0,3280.0,158710.0,49250.0,134420.0,0.0,37200.0,69330.0,0.0,106010.0,0.0,0.0,0.0,0.0,20930.0,0.0,604240.0,373190.0,198710.0,38610.0,207580.0,348630.0,54870.0
65,31410.0,8160.0,2480.0,35000.0,6670.0,13530.0,850.0,5180.0,0.0,25640.0,0.0,12030.0,14090.0,23270.0,0.0,56100.0,75400.0,17570.0,34860.0,0.0,278690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105330.0,27960.0,28980.0,74280.0,154270.0,89640.0,6400.0
66,9730.0,9480.0,19260.0,19490.0,13760.0,14120.0,29570.0,0.0,630.0,0.0,22780.0,0.0,15490.0,0.0,2640.0,118610.0,0.0,0.0,33390.0,386840.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0,1570.0,241420.0,22870.0,197410.0,215120.0,62010.0,148060.0,23660.0
67,16050.0,43370.0,3310.0,27460.0,12430.0,27330.0,4760.0,37870.0,10540.0,18160.0,29590.0,0.0,0.0,6430.0,168300.0,0.0,13670.0,0.0,40440.0,0.0,265890.0,1260.0,0.0,0.0,8840.0,0.0,177860.0,0.0,14520.0,526070.0,126580.0,829060.0,11580.0,51380.0,13380.0
68,9220.0,23040.0,3080.0,4920.0,7800.0,2340.0,1410.0,0.0,0.0,0.0,30140.0,3710.0,0.0,0.0,0.0,28010.0,93010.0,0.0,5490.0,0.0,0.0,0.0,0.0,0.0,2560.0,0.0,0.0,0.0,67570.0,109630.0,0.0,179210.0,44520.0,380.0,317180.0
69,10990.0,26830.0,5130.0,34830.0,3670.0,2800.0,17590.0,35230.0,23580.0,0.0,2090.0,24570.0,0.0,14430.0,0.0,234440.0,123720.0,112300.0,0.0,15130.0,295650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104200.0,502940.0,113330.0,23950.0,133100.0,137750.0,38990.0
70,12120.0,14810.0,500.0,5820.0,3530.0,3030.0,4470.0,1610.0,2710.0,0.0,970.0,4920.0,0.0,0.0,0.0,20620.0,79920.0,0.0,15530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133250.0,35680.0,1120.0,268590.0,143230.0,3170.0,73380.0
71,9570.0,12310.0,13100.0,9990.0,11570.0,16460.0,8930.0,27120.0,27920.0,8870.0,3320.0,0.0,0.0,0.0,22060.0,72190.0,26440.0,28240.0,500.0,0.0,38730.0,0.0,0.0,0.0,56720.0,0.0,0.0,0.0,9980.0,104840.0,33740.0,412160.0,1260.0,81200.0,41300.0
72,2890.0,25480.0,13930.0,7330.0,17250.0,8220.0,320.0,4540.0,19980.0,0.0,25310.0,90250.0,5900.0,2060.0,39260.0,0.0,3640.0,128100.0,13070.0,0.0,0.0,0.0,0.0,0.0,0.0,23960.0,0.0,0.0,10850.0,211190.0,1680.0,61640.0,560.0,40160.0,152500.0
73,41510.0,3950.0,42100.0,29970.0,10000.0,7210.0,2660.0,19120.0,18260.0,2430.0,18080.0,2710.0,5360.0,11830.0,0.0,0.0,46360.0,189700.0,76870.0,54850.0,119420.0,0.0,0.0,0.0,6510.0,0.0,0.0,0.0,373790.0,319160.0,227210.0,18630.0,99890.0,327760.0,418740.0
74,77640.0,63280.0,23220.0,22200.0,46370.0,40850.0,5890.0,0.0,3620.0,0.0,6750.0,1220.0,36690.0,0.0,235010.0,172980.0,60600.0,112650.0,70230.0,109720.0,85220.0,6350.0,0.0,0.0,0.0,0.0,0.0,0.0,379720.0,23200.0,85130.0,109700.0,175460.0,188190.0,48740.0
75,22960.0,52590.0,21940.0,20200.0,91480.0,21050.0,37640.0,0.0,0.0,18740.0,40700.0,1830.0,0.0,0.0,0.0,0.0,18140.0,147640.0,85870.0,0.0,24510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21170.0,346650.0,41200.0,273780.0,19360.0,33870.0,196690.0
76,10840.0,3980.0,28610.0,7270.0,11640.0,1280.0,32190.0,0.0,0.0,20610.0,1700.0,0.0,3980.0,30920.0,45330.0,148070.0,0.0,113510.0,64520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16860.0,292210.0,64900.0,92460.0,86230.0,0.0,116590.0
77,16630.0,16830.0,5030.0,14140.0,8540.0,2660.0,10100.0,0.0,3330.0,0.0,5060.0,4960.0,0.0,0.0,550.0,47720.0,0.0,35220.0,0.0,80760.0,8250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2480.0,22770.0,16080.0,3830.0,40480.0,54260.0,20320.0
78,18630.0,25380.0,5880.0,127360.0,37760.0,29910.0,9600.0,10690.0,0.0,0.0,2200.0,0.0,10910.0,0.0,416880.0,32680.0,395230.0,89290.0,126270.0,53020.0,33870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62980.0,295910.0,188820.0,65260.0,328750.0,728060.0,217370.0
79,68630.0,20300.0,19640.0,51240.0,75830.0,25300.0,6830.0,4880.0,930.0,29290.0,30660.0,0.0,6550.0,25830.0,0.0,35220.0,0.0,11660.0,0.0,0.0,91680.0,41740.0,10940.0,0.0,0.0,0.0,0.0,0.0,4910.0,592310.0,11180.0,70040.0,68810.0,286410.0,3580.0
80,35680.0,17200.0,2970.0,6490.0,7650.0,16600.0,1830.0,5030.0,10720.0,0.0,1130.0,0.0,2920.0,78710.0,24310.0,0.0,19250.0,0.0,2300.0,50130.0,18260.0,0.0,0.0,0.0,0.0,0.0,0.0,1840.0,0.0,81460.0,12540.0,7930.0,242620.0,0.0,33810.0
81,10380.0,2170.0,29500.0,11760.0,158270.0,18080.0,23590.0,1140.0,11520.0,0.0,135990.0,0.0,11750.0,47210.0,0.0,82170.0,15910.0,13130.0,25680.0,65460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1370.0,130520.0,32760.0,50710.0,20210.0,12680.0,133380.0,240870.0
82,20660.0,4090.0,4850.0,3090.0,0.0,9140.0,800.0,8780.0,1930.0,0.0,6230.0,0.0,0.0,0.0,18310.0,0.0,14360.0,38960.0,13830.0,0.0,93160.0,0.0,0.0,0.0,0.0,0.0,42240.0,0.0,67700.0,82050.0,49460.0,33020.0,38640.0,30220.0,134040.0
83,3310.0,66360.0,26010.0,15680.0,8650.0,27740.0,6100.0,0.0,2990.0,12330.0,41010.0,4850.0,6900.0,26460.0,0.0,0.0,57620.0,40830.0,38070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21870.0,201380.0,25900.0,1120.0,6700.0,284580.0,209220.0
